id,sku,name,description,category,sub_category,brand,price,cost_price,stock_quantity,is_active,created_at,updated_at
310,SC-00015-62,VeloEdge Resistance Band Set,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,57.48,24.68,2372,False,2022-01-01 19:29:45,
311,HD-00016-57,Serein Lab Storage Basket,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,188.92,88.81,1170,True,2024-08-03 08:28:45,
312,SO-00016-46,TrailForce Jump Rope,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,98.0,57.5,4004,False,2023-12-20 05:08:58,
313,SF-00018-63,IronPath Water Bottle,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,200.25,81.78,3705,True,2024-03-18 05:56:49,
314,BH-00018-87,GlossGlow Dry Shampoo,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,26.86,9.36,3775,True,2024-10-27 05:26:22,
315,EL-00012-21,Voltix USB-C Hub,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,964.78,513.82,3355,True,2023-11-20 05:30:50,
316,TL-00021-95,BrightMind Card Game,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,179.11,99.87,725,True,2021-03-19 01:31:36,
317,TBG-00015-49,GameCraft Plush Bear,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,116.6,40.03,4582,True,2021-06-14 06:35:58,
318,TBG-00016-34,GameCraft Plush Bear,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,152.61,72.63,152,True,2022-07-13 10:38:20,
319,SO-00017-36,TrailForce Water Bottle,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,109.44,59.86,4747,True,2023-09-23 13:04:44,
320,BH-00019-15,GlossGlow Lip Palette,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,77.79,48.76,2784,True,2021-03-16 17:48:55,
321,FDSN-00021-50,MunchCo Cold Brew Blend,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,33.65,11.17,813,True,2022-03-24 11:58:20,
322,EL-00013-21,Voltix 4K Webcam,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,206.22,130.59,1386,True,2022-07-18 18:28:38,
323,SC-00016-17,VeloEdge Yoga Mat,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,129.74,43.41,1167,True,2023-03-13 08:58:29,
324,BS-00019-16,Velvet Hue Hair Mask,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,36.76,20.7,4800,True,2025-04-17 04:22:29,
325,BS-00020-44,Velvet Hue Vitamin C Serum,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,16.61,7.69,3334,True,2024-06-20 00:56:20,
326,FWA-00013-12,Fiorelux Leather Belt,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,149.2,95.07,831,True,2022-01-26 03:16:41,
327,HF-00014-62,NestCraft Coffee Maker,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,273.13,162.84,4099,True,2024-03-05 19:39:17,
328,TL-00022-41,BrightMind Building Blocks,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,112.13,50.27,4547,True,2024-12-14 14:58:04,
329,FDSN-00022-47,MunchCo Herbal Tea Box,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,53.98,19.36,492,True,2023-04-30 02:56:38,
330,TO-00009-97,PlayZone Plush Bear,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,82.23,34.78,1742,True,2023-05-25 00:05:24,
331,SF-00019-78,IronPath Water Bottle,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,231.79,93.93,3238,True,2022-03-10 21:04:43,
332,FMA-00011-65,DapperCo Linen Shirt,Premium men's apparel product by DapperCo. High quality and durable.,Fashion,Men's Apparel,DapperCo,121.21,57.78,2607,True,2023-03-24 00:27:12,
333,FDSN-00023-67,MunchCo Herbal Tea Box,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,25.48,13.55,2634,True,2023-10-18 11:32:51,
334,SC-00017-27,VeloEdge Pro Bar,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,263.88,79.35,3903,False,2022-06-24 03:47:01,
335,BH-00020-99,GlossGlow Dry Shampoo,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,107.87,61.15,4408,True,2021-08-29 20:32:32,
336,TL-00023-95,BrightMind Science Kit,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,94.58,32.46,3083,True,2024-04-16 14:14:50,
337,ESH-00011-25,NexLink LED Strip,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,568.66,356.94,3641,False,2021-03-03 11:01:40,
338,FDCT-00014-97,BrewRoots Energy Gummies,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,74.1,31.51,737,True,2023-07-31 22:37:47,
339,FDSN-00024-38,MunchCo Herbal Tea Box,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,22.57,10.67,2973,False,2022-10-12 14:36:22,
340,SF-00020-91,IronPath Resistance Band Set,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,167.49,101.24,4662,True,2022-08-26 00:33:26,
341,FWA-00014-18,Fiorelux Leather Belt,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,302.32,169.63,1043,True,2022-12-10 06:18:54,
342,TBG-00017-45,GameCraft Card Game,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,46.45,24.96,4365,True,2024-11-11 07:11:06,
343,SO-00018-92,TrailForce Kettlebell,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,274.14,144.61,2646,True,2023-05-02 09:34:31,
344,SC-00018-76,VeloEdge Resistance Band Set,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,194.64,83.02,356,True,2021-05-26 21:56:16,
345,HD-00017-78,Serein Lab Storage Basket,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,274.83,82.95,1594,True,2021-03-20 19:52:07,
346,FWA-00015-98,Fiorelux Linen Shirt,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,223.43,72.85,2047,True,2023-08-24 15:21:53,
347,SC-00019-90,VeloEdge Pull-Up Bar,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,52.24,24.45,196,True,2023-11-05 15:24:12,
348,FDCT-00015-41,BrewRoots Vitamin D Drops,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,13.09,5.02,2791,True,2023-11-03 10:09:28,
349,TL-00024-19,BrightMind Plush Bear,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,157.39,81.35,783,True,2022-01-23 19:43:44,
350,SF-00021-14,IronPath Pro Bar,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,160.3,98.03,532,True,2024-10-04 23:49:29,
351,SO-00019-88,TrailForce Yoga Mat,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,256.08,82.72,457,True,2024-03-31 03:22:57,
352,BS-00021-89,Velvet Hue Hair Mask,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,114.78,43.8,4911,True,2021-02-02 22:52:53,
353,BM-00015-69,Lumiere Co Dry Shampoo,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,120.91,73.51,829,True,2021-03-22 16:37:07,
354,BH-00021-52,GlossGlow Vitamin C Serum,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,91.47,30.9,100,True,2022-08-25 12:56:47,
355,TL-00025-91,BrightMind Remote Car,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,106.69,45.28,3943,True,2022-08-01 15:27:15,
356,EH-00011-15,Auraloop LED Strip,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,96.08,39.3,3570,True,2024-01-17 11:17:57,
357,HF-00015-79,NestCraft Throw Pillow Set,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,467.54,164.38,2528,True,2024-02-20 21:57:26,
358,SC-00020-85,VeloEdge Water Bottle,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,268.21,94.04,1944,True,2021-06-19 15:48:52,
359,BM-00016-35,Lumiere Co Foundation Kit,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,146.66,76.88,1648,True,2022-08-12 07:22:29,
360,FA-00006-98,CharmWear Leather Belt,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,352.08,163.22,2712,True,2023-11-09 20:39:34,
361,TO-00010-63,PlayZone Building Blocks,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,72.44,24.39,345,True,2022-11-24 21:57:21,
362,FWA-00016-69,Fiorelux Wool Coat,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,319.48,122.57,2715,True,2022-09-30 21:29:50,
363,BS-00022-10,Velvet Hue Moisturiser SPF30,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,59.52,19.39,245,True,2023-06-22 18:55:58,
364,BS-00023-90,Velvet Hue Moisturiser SPF30,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,91.17,51.78,359,True,2022-09-07 14:54:02,
365,HK-00011-38,ChefMate Coffee Maker,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,532.38,293.66,2783,True,2022-07-09 17:00:50,
366,ESH-00012-32,NexLink Wireless Earbuds,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,1015.39,628.25,171,True,2024-03-23 06:31:43,
367,FF-00009-53,StepUp Linen Shirt,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,469.33,190.91,1967,True,2022-06-17 09:30:47,
368,TBG-00018-65,GameCraft Puzzle Set,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,176.89,57.11,1183,True,2022-08-13 04:40:03,
369,EC-00017-98,OpticPro Portable Charger,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,464.75,236.95,2003,True,2022-08-11 12:28:45,
370,FDSN-00025-47,MunchCo Cold Brew Blend,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,64.22,26.63,436,True,2022-01-28 21:25:53,
371,FDSN-00026-84,MunchCo Vitamin D Drops,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,71.44,26.66,666,True,2021-07-21 13:17:05,
372,EC-00018-92,OpticPro 4K Webcam,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,907.59,391.17,4250,True,2024-03-07 14:25:04,
373,TBG-00019-71,GameCraft Card Game,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,145.97,69.07,2198,True,2021-04-24 17:25:43,
374,EH-00012-35,Auraloop USB-C Hub,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,556.19,212.48,1790,True,2022-05-04 10:22:38,
375,FDCT-00016-42,BrewRoots Granola Mix,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,46.29,16.06,688,True,2023-12-29 07:19:43,
376,ESH-00013-69,NexLink USB-C Hub,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,626.91,261.88,3695,True,2024-02-16 19:40:35,
377,FDCT-00017-50,BrewRoots Energy Gummies,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,25.48,7.86,3618,True,2021-08-24 18:39:08,
378,HK-00012-47,ChefMate Coffee Maker,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,507.14,243.16,640,True,2021-11-02 17:54:55,
379,SF-00022-56,IronPath Yoga Mat,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,29.74,11.01,1610,True,2023-07-30 12:06:35,
380,FMA-00012-34,DapperCo Running Shoes,Premium men's apparel product by DapperCo. High quality and durable.,Fashion,Men's Apparel,DapperCo,358.71,232.91,4449,True,2023-07-20 10:24:40,
381,HD-00018-61,Serein Lab Storage Basket,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,568.03,333.8,97,True,2022-04-09 19:12:30,
382,FDCT-00018-39,BrewRoots Granola Mix,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,22.02,12.38,3886,True,2024-12-27 07:39:47,
383,FA-00007-53,CharmWear Tote Bag,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,400.12,163.88,1538,True,2024-07-21 17:03:53,
384,EC-00019-67,OpticPro Wireless Earbuds,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,1027.21,318.99,1138,True,2023-08-08 09:05:41,
385,FF-00010-73,StepUp Wool Coat,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,408.99,242.12,2783,True,2024-06-07 05:21:04,
386,FDSN-00027-78,MunchCo Collagen Powder,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,27.47,13.88,4649,True,2022-04-23 12:02:57,
387,HF-00016-90,NestCraft Scented Candle,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,481.5,298.44,4701,True,2022-09-27 10:35:59,
388,BS-00024-78,Velvet Hue Lip Palette,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,62.87,29.31,2693,True,2023-08-05 12:00:44,
389,SF-00023-23,IronPath Resistance Band Set,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,274.83,99.54,4942,True,2022-09-11 06:25:17,
390,SO-00020-46,TrailForce Pro Bar,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,94.27,37.89,4295,True,2024-02-20 08:42:18,
391,TL-00026-31,BrightMind Building Blocks,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,72.09,44.58,3203,True,2022-02-06 05:12:08,
392,TO-00011-71,PlayZone Puzzle Set,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,151.2,65.95,1691,True,2023-08-21 09:10:08,
393,BH-00022-95,GlossGlow Hair Mask,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,75.42,38.56,2542,True,2024-11-26 22:16:20,
394,HK-00013-10,ChefMate Coffee Maker,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,594.74,271.21,3270,True,2023-10-19 19:55:29,
395,TO-00012-68,PlayZone Remote Car,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,97.91,30.71,746,True,2023-12-14 09:55:40,
396,FMA-00013-60,DapperCo Casual Sneakers,Premium men's apparel product by DapperCo. High quality and durable.,Fashion,Men's Apparel,DapperCo,314.25,183.36,1434,True,2024-09-04 09:58:03,
397,BM-00017-94,Lumiere Co Vitamin C Serum,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,34.05,16.99,3223,True,2023-01-15 16:58:24,
398,FDS-00020-45,PureBoost Energy Gummies,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,71.19,34.76,546,True,2022-11-06 23:41:49,
399,BM-00018-80,Lumiere Co Eye Cream,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,25.21,10.82,861,True,2023-10-10 21:18:05,
400,BM-00019-31,Lumiere Co Dry Shampoo,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,43.89,20.94,3786,False,2024-12-06 02:03:22,
401,BM-00020-61,Lumiere Co Dry Shampoo,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,129.52,56.84,87,True,2022-03-01 00:43:44,
402,HF-00017-69,NestCraft Wall Clock,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,296.01,95.87,4492,True,2024-09-21 23:02:28,
403,EC-00020-45,OpticPro Wireless Earbuds,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,1013.84,364.68,147,True,2023-07-03 21:00:55,
404,SC-00021-60,VeloEdge Resistance Band Set,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,79.85,42.72,91,True,2024-10-01 01:50:28,
405,HK-00014-37,ChefMate Wall Clock,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,431.5,264.27,4360,True,2021-05-29 08:56:48,
406,FDSN-00028-76,MunchCo Cold Brew Blend,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,53.08,29.23,842,True,2024-10-11 10:02:48,
407,SC-00022-10,VeloEdge Yoga Mat,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,33.74,14.58,1652,True,2023-01-12 02:51:21,
408,ESH-00014-12,NexLink LED Strip,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,520.48,336.36,2761,True,2021-07-16 06:24:26,
409,ESH-00015-95,NexLink Portable Charger,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,222.26,79.67,3405,True,2023-10-14 09:26:09,
410,HF-00018-90,NestCraft Scented Candle,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,121.83,45.38,4437,True,2022-01-11 07:47:47,
411,EH-00013-23,Auraloop Smart Speaker,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,443.98,160.17,3294,True,2024-04-24 03:51:38,
412,EC-00021-38,OpticPro Wireless Earbuds,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,102.57,60.03,3022,False,2024-07-01 05:36:06,
413,HF-00019-73,NestCraft Desk Lamp,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,590.03,198.03,4392,True,2022-06-17 16:55:05,
414,HK-00015-86,ChefMate Desk Lamp,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,201.37,104.87,3183,True,2022-02-18 00:05:10,
415,HK-00016-91,ChefMate Air Fryer,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,459.41,248.39,3949,True,2024-10-26 17:16:20,
416,BH-00023-91,GlossGlow Hair Mask,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,113.34,53.97,108,True,2022-01-21 10:17:53,
417,HK-00017-64,ChefMate Scented Candle,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,456.77,236.11,490,True,2023-07-11 13:11:50,
418,EH-00014-58,Auraloop USB-C Hub,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,265.15,83.06,4899,True,2023-10-19 04:53:31,
419,EL-00014-50,Voltix USB-C Hub,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,781.23,442.31,4266,True,2023-06-16 04:46:16,
420,FDS-00021-39,PureBoost Whey Protein,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,68.52,28.5,1984,True,2023-02-11 13:25:36,
421,FDSN-00029-99,MunchCo Collagen Powder,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,58.96,30.24,3125,True,2024-10-06 08:49:07,
422,FF-00011-18,StepUp Casual Sneakers,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,437.54,141.98,1576,True,2022-09-27 11:44:52,
423,ESH-00016-32,NexLink Smart Speaker,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,721.34,426.26,1674,True,2024-08-17 06:44:39,
424,FA-00008-49,CharmWear Casual Sneakers,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,98.8,36.47,3473,True,2023-07-31 16:49:36,
425,HF-00020-67,NestCraft Throw Pillow Set,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,580.96,215.24,3941,True,2024-05-22 07:15:36,
426,BS-00025-70,Velvet Hue Eye Cream,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,70.68,33.7,3550,True,2025-02-06 12:34:45,
427,SO-00021-64,TrailForce Resistance Band Set,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,343.81,194.46,2459,True,2022-06-30 21:05:27,
428,HD-00019-69,Serein Lab Air Fryer,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,190.45,76.01,4605,True,2023-11-02 07:44:18,
429,EC-00022-35,OpticPro LED Strip,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,206.8,75.77,105,True,2024-03-08 18:41:06,
430,BM-00021-63,Lumiere Co Foundation Kit,Premium makeup product by Lumiere Co. High quality and durable.,Beauty,Makeup,Lumiere Co,141.52,90.53,3056,True,2021-08-10 07:37:06,
431,BS-00026-25,Velvet Hue Foundation Kit,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,62.65,31.2,1591,True,2023-12-19 23:54:39,
432,TBG-00020-72,GameCraft Remote Car,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,130.65,56.03,472,True,2023-02-06 18:07:53,
433,EC-00023-14,OpticPro LED Strip,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,1107.73,472.44,231,True,2022-04-05 11:03:04,
434,HF-00021-68,NestCraft Wall Clock,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,567.12,199.39,2026,True,2022-05-17 12:54:02,
435,SF-00024-21,IronPath Pro Bar,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,263.09,163.35,3257,True,2025-05-31 00:55:26,
436,EC-00024-31,OpticPro Smart Doorbell,Premium cameras product by OpticPro. High quality and durable.,Electronics,Cameras,OpticPro,999.96,388.49,2475,True,2024-04-04 06:47:14,
437,TO-00013-62,PlayZone Plush Bear,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,152.97,95.38,728,True,2023-12-06 23:47:21,
438,FDS-00022-44,PureBoost Whey Protein,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,61.15,38.25,3260,True,2022-06-08 04:42:59,
439,FDCT-00019-10,BrewRoots Energy Gummies,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,12.27,7.0,3422,True,2023-06-15 20:12:28,
440,FA-00009-31,CharmWear Casual Sneakers,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,104.67,38.23,1100,True,2025-04-11 13:35:51,
441,SO-00022-82,TrailForce Water Bottle,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,328.53,119.9,483,True,2022-08-20 03:58:12,
442,HD-00020-66,Serein Lab Air Fryer,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,379.83,196.96,1360,True,2024-03-19 13:28:52,
443,SO-00023-18,TrailForce Water Bottle,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,146.73,74.1,3914,True,2021-11-10 04:52:28,
444,SF-00025-44,IronPath Pro Bar,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,304.44,92.1,4771,True,2021-10-28 21:03:06,
445,ESH-00017-58,NexLink USB-C Hub,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,733.51,473.42,2177,True,2023-11-14 02:46:32,
446,TO-00014-53,PlayZone Science Kit,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,80.45,49.2,2582,True,2024-05-23 00:10:38,
447,BH-00024-17,GlossGlow Eye Cream,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,146.49,88.71,820,False,2024-06-02 09:00:09,
448,FWA-00017-13,Fiorelux Baseball Cap,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,308.92,186.63,2289,True,2023-02-12 04:18:34,
449,HD-00021-89,Serein Lab Coffee Maker,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,414.85,250.76,4218,True,2021-01-10 17:19:22,
450,FMA-00014-12,DapperCo Casual Sneakers,Premium men's apparel product by DapperCo. High quality and durable.,Fashion,Men's Apparel,DapperCo,324.21,196.37,2666,True,2025-02-14 09:38:01,
451,BH-00025-88,GlossGlow Eye Cream,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,120.74,50.94,3900,True,2021-11-09 02:31:17,
452,FA-00010-47,CharmWear Baseball Cap,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,311.44,171.04,4260,True,2025-04-17 20:26:01,
453,SF-00026-73,IronPath Kettlebell,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,321.78,130.47,4495,True,2022-06-07 02:55:42,
454,BS-00027-71,Velvet Hue Dry Shampoo,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,102.1,39.24,1733,True,2021-10-05 20:31:10,
455,SO-00024-13,TrailForce Resistance Band Set,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,76.69,47.94,3141,True,2023-03-12 10:10:35,
456,FA-00011-95,CharmWear Wool Coat,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,79.09,27.48,4378,True,2021-10-08 23:49:33,
457,FDSN-00030-52,MunchCo Cold Brew Blend,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,70.4,44.08,4920,True,2024-03-17 07:55:36,
458,FA-00012-93,CharmWear Casual Sneakers,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,328.21,163.01,3579,True,2023-03-16 23:26:42,
459,SO-00025-21,TrailForce Pull-Up Bar,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,57.88,24.26,4851,True,2021-12-27 17:30:27,
460,TO-00015-26,PlayZone Science Kit,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,172.13,109.12,4726,True,2021-07-12 06:28:31,
461,TBG-00021-34,GameCraft Magnetic Tiles,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,170.95,109.91,2618,True,2022-01-28 10:09:34,
462,TBG-00022-87,GameCraft Remote Car,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,122.25,41.24,75,True,2023-09-09 13:10:00,
463,EL-00015-38,Voltix LED Strip,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,612.3,281.37,4927,True,2021-04-17 16:51:50,
464,TO-00016-49,PlayZone Card Game,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,105.45,57.05,2240,True,2025-01-25 23:20:47,
